passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
192,20276.0,DTLA,LAX
193,20307.0,DTLA,LAX
194,20397.0,DTLA,LAX
195,20444.0,DTLA,LAX
196,20530.0,DTLA,LAX
197,20536.0,DTLA,LAX
198,20551.0,DTLA,LAX
199,20600.0,DTLA,LAX
200,20610.0,DTLA,LAX
201,20641.0,DTLA,LAX
202,20687.0,DTLA,LAX
203,20688.0,DTLA,LAX
204,20707.0,DTLA,LAX
205,20721.0,DTLA,LAX
206,20767.0,DTLA,LAX
207,20785.0,DTLA,LAX
208,20808.0,DTLA,LAX
209,20823.0,DTLA,LAX
210,20827.0,DTLA,LAX
211,20845.0,DTLA,LAX
212,20851.0,DTLA,LAX
213,20859.0,DTLA,LAX
214,20895.0,DTLA,LAX
215,20958.0,DTLA,LAX
216,20962.0,DTLA,LAX
217,20966.0,DTLA,LAX
218,20990.0,DTLA,LAX
219,21094.0,DTLA,LAX
220,21130.0,DTLA,LAX
221,21141.0,DTLA,LAX
222,21176.0,DTLA,LAX
223,21183.0,DTLA,LAX
224,21199.0,DTLA,LAX
225,21269.0,DTLA,LAX
226,21278.0,DTLA,LAX
227,21289.0,DTLA,LAX
228,21296.0,DTLA,LAX
229,21344.0,DTLA,LAX
230,21362.0,DTLA,LAX
231,21391.0,DTLA,LAX
232,21429.0,DTLA,LAX
233,21496.0,DTLA,LAX
234,21514.0,DTLA,LAX
235,21535.0,DTLA,LAX
236,21553.0,DTLA,LAX
237,21564.0,DTLA,LAX
238,21571.0,DTLA,LAX
239,21611.0,DTLA,LAX
240,21644.0,DTLA,LAX
241,21653.0,DTLA,LAX
242,21660.0,DTLA,LAX
243,21762.0,DTLA,LAX
244,21767.0,DTLA,LAX
245,21784.0,DTLA,LAX
246,21786.0,DTLA,LAX
247,21832.0,DTLA,LAX
248,21868.0,DTLA,LAX
249,21873.0,DTLA,LAX
250,21895.0,DTLA,LAX
251,21992.0,DTLA,LAX
252,22047.0,DTLA,LAX
253,22075.0,DTLA,LAX
254,22287.0,DTLA,LAX
255,22308.0,DTLA,LAX
256,22338.0,DTLA,LAX
257,22343.0,DTLA,LAX
258,22374.0,DTLA,LAX
259,22392.0,DTLA,LAX
260,22430.0,DTLA,LAX
261,22439.0,DTLA,LAX
262,22450.0,DTLA,LAX
263,22454.0,DTLA,LAX
264,22493.0,DTLA,LAX
265,22526.0,DTLA,LAX
266,22555.0,DTLA,LAX
267,22579.0,DTLA,LAX
268,22601.0,DTLA,LAX
269,22606.0,DTLA,LAX
270,22626.0,DTLA,LAX
271,22642.0,DTLA,LAX
272,22669.0,DTLA,LAX
273,22719.0,DTLA,LAX
274,22753.0,DTLA,LAX
275,22782.0,DTLA,LAX
276,22865.0,DTLA,LAX
277,22873.0,DTLA,LAX
278,22898.0,DTLA,LAX
279,22906.0,DTLA,LAX
280,22921.0,DTLA,LAX
281,22940.0,DTLA,LAX
282,22945.0,DTLA,LAX
283,23031.0,DTLA,LAX
284,23044.0,DTLA,LAX
285,23046.0,DTLA,LAX
286,23068.0,DTLA,LAX
287,23070.0,DTLA,LAX
288,23160.0,DTLA,LAX
289,23208.0,DTLA,LAX
290,23209.0,DTLA,LAX
291,23258.0,DTLA,LAX
292,23260.0,DTLA,LAX
293,23261.0,DTLA,LAX
294,23296.0,DTLA,LAX
295,23342.0,DTLA,LAX
296,23387.0,DTLA,LAX
297,23401.0,DTLA,LAX
298,23483.0,DTLA,LAX
299,23502.0,DTLA,LAX
300,23540.0,DTLA,LAX
301,23545.0,DTLA,LAX
302,23653.0,DTLA,LAX
303,23694.0,DTLA,LAX
304,23710.0,DTLA,LAX
305,23719.0,DTLA,LAX
306,23746.0,DTLA,LAX
307,23747.0,DTLA,LAX
308,23766.0,DTLA,LAX
309,23793.0,DTLA,LAX
310,23804.0,DTLA,LAX
311,23817.0,DTLA,LAX
312,23893.0,DTLA,LAX
313,23905.0,DTLA,LAX
314,23907.0,DTLA,LAX
315,23913.0,DTLA,LAX
316,23914.0,DTLA,LAX
317,23932.0,DTLA,LAX
318,23972.0,DTLA,LAX
319,24062.0,DTLA,LAX
320,24144.0,DTLA,LAX
321,24166.0,DTLA,LAX
322,24224.0,DTLA,LAX
323,24260.0,DTLA,LAX
324,24269.0,DTLA,LAX
325,24324.0,DTLA,LAX
326,24334.0,DTLA,LAX
327,24345.0,DTLA,LAX
328,24487.0,DTLA,LAX
329,24557.0,DTLA,LAX
330,24574.0,DTLA,LAX
331,24644.0,DTLA,LAX
332,24654.0,DTLA,LAX
333,24682.0,DTLA,LAX
334,24688.0,DTLA,LAX
335,24810.0,DTLA,LAX
336,24818.0,DTLA,LAX
337,24904.0,DTLA,LAX
338,24984.0,DTLA,LAX
339,25004.0,DTLA,LAX
340,25010.0,DTLA,LAX
341,25063.0,DTLA,LAX
342,25128.0,DTLA,LAX
343,25245.0,DTLA,LAX
344,25273.0,DTLA,LAX
345,25277.0,DTLA,LAX
346,25288.0,DTLA,LAX
347,25295.0,DTLA,LAX
348,25352.0,DTLA,LAX
349,25368.0,DTLA,LAX
350,25373.0,DTLA,LAX
351,25455.0,DTLA,LAX
352,25483.0,DTLA,LAX
353,25526.0,DTLA,LAX
354,25576.0,DTLA,LAX
355,25580.0,DTLA,LAX
356,25610.0,DTLA,LAX
357,25618.0,DTLA,LAX
358,25631.0,DTLA,LAX
359,25663.0,DTLA,LAX
360,25717.0,DTLA,LAX
361,25743.0,DTLA,LAX
362,25781.0,DTLA,LAX
363,25791.0,DTLA,LAX
364,25792.0,DTLA,LAX
365,25799.0,DTLA,LAX
366,25819.0,DTLA,LAX
367,25823.0,DTLA,LAX
368,25835.0,DTLA,LAX
369,25850.0,DTLA,LAX
370,25956.0,DTLA,LAX
371,25958.0,DTLA,LAX
372,25981.0,DTLA,LAX
373,25992.0,DTLA,LAX
374,26055.0,DTLA,LAX
375,26101.0,DTLA,LAX
376,26199.0,DTLA,LAX
377,26225.0,DTLA,LAX
378,26255.0,DTLA,LAX
379,26292.0,DTLA,LAX
380,26389.0,DTLA,LAX
381,26427.0,DTLA,LAX
382,26454.0,DTLA,LAX
383,26492.0,DTLA,LAX
384,26518.0,DTLA,LAX
385,26558.0,DTLA,LAX
386,26625.0,DTLA,LAX
387,26661.0,DTLA,LAX
388,26672.0,DTLA,LAX
389,26718.0,DTLA,LAX
390,26734.0,DTLA,LAX
391,26834.0,DTLA,LAX
392,26844.0,DTLA,LAX
393,26914.0,DTLA,LAX
394,26917.0,DTLA,LAX
395,26925.0,DTLA,LAX
396,26939.0,DTLA,LAX
397,26950.0,DTLA,LAX
398,26967.0,DTLA,LAX
399,27095.0,DTLA,LAX
400,27118.0,DTLA,LAX
401,27194.0,DTLA,LAX
402,27266.0,DTLA,LAX
403,27332.0,DTLA,LAX
404,27333.0,DTLA,LAX
405,27347.0,DTLA,LAX
406,27381.0,DTLA,LAX
407,27392.0,DTLA,LAX
408,27398.0,DTLA,LAX
409,27468.0,DTLA,LAX
410,27500.0,DTLA,LAX
411,27530.0,DTLA,LAX
412,27536.0,DTLA,LAX
413,27536.0,DTLA,LAX
414,27661.0,DTLA,LAX
415,27680.0,DTLA,LAX
416,27751.0,DTLA,LAX
417,27862.0,DTLA,LAX
418,27907.0,DTLA,LAX
419,27919.0,DTLA,LAX
420,27926.0,DTLA,LAX
421,27958.0,DTLA,LAX
422,28069.0,DTLA,LAX
423,28075.0,DTLA,LAX
424,28139.0,DTLA,LAX
425,28141.0,DTLA,LAX
426,28158.0,DTLA,LAX
427,28191.0,DTLA,LAX
428,28254.0,DTLA,LAX
429,28263.0,DTLA,LAX
430,28271.0,DTLA,LAX
431,28276.0,DTLA,LAX
432,28309.0,DTLA,LAX
433,28405.0,DTLA,LAX
434,28495.0,DTLA,LAX
435,28499.0,DTLA,LAX
436,28509.0,DTLA,LAX
437,28512.0,DTLA,LAX
438,28517.0,DTLA,LAX
439,28535.0,DTLA,LAX
440,28616.0,DTLA,LAX
441,28640.0,DTLA,LAX
442,28742.0,DTLA,LAX
443,28808.0,DTLA,LAX
444,28870.0,DTLA,LAX
445,28927.0,DTLA,LAX
446,28938.0,DTLA,LAX
447,28948.0,DTLA,LAX
448,28962.0,DTLA,LAX
449,28984.0,DTLA,LAX
450,29041.0,DTLA,LAX
451,29043.0,DTLA,LAX
452,29110.0,DTLA,LAX
453,29144.0,DTLA,LAX
454,29195.0,DTLA,LAX
455,29241.0,DTLA,LAX
456,29246.0,DTLA,LAX
457,29256.0,DTLA,LAX
458,29353.0,DTLA,LAX
459,29464.0,DTLA,LAX
460,29468.0,DTLA,LAX
461,29485.0,DTLA,LAX
462,29531.0,DTLA,LAX
463,29552.0,DTLA,LAX
464,29566.0,DTLA,LAX
465,29626.0,DTLA,LAX
466,29760.0,DTLA,LAX
467,29772.0,DTLA,LAX
468,29777.0,DTLA,LAX
469,29783.0,DTLA,LAX
470,29785.0,DTLA,LAX
471,29824.0,DTLA,LAX
472,29877.0,DTLA,LAX
473,29892.0,DTLA,LAX
474,29903.0,DTLA,LAX
475,29917.0,DTLA,LAX
476,29940.0,DTLA,LAX
477,29988.0,DTLA,LAX
478,29991.0,DTLA,LAX
479,30000.0,DTLA,LAX
480,30009.0,DTLA,LAX
481,30019.0,DTLA,LAX
482,30070.0,DTLA,LAX
483,30113.0,DTLA,LAX
484,30175.0,DTLA,LAX
485,30179.0,DTLA,LAX
486,30219.0,DTLA,LAX
487,30276.0,DTLA,LAX
488,30351.0,DTLA,LAX
489,30360.0,DTLA,LAX
490,30371.0,DTLA,LAX
491,30393.0,DTLA,LAX
492,30450.0,DTLA,LAX
493,30480.0,DTLA,LAX
494,30515.0,DTLA,LAX
495,30547.0,DTLA,LAX
496,30596.0,DTLA,LAX
497,30668.0,DTLA,LAX
498,30682.0,DTLA,LAX
499,30687.0,DTLA,LAX
500,30734.0,DTLA,LAX
501,30734.0,DTLA,LAX
502,30783.0,DTLA,LAX
503,30786.0,DTLA,LAX
504,30810.0,DTLA,LAX
505,30841.0,DTLA,LAX
506,30879.0,DTLA,LAX
507,30959.0,DTLA,LAX
508,30986.0,DTLA,LAX
509,31004.0,DTLA,LAX
510,31005.0,DTLA,LAX
511,31008.0,DTLA,LAX
512,31011.0,DTLA,LAX
513,31047.0,DTLA,LAX
514,31060.0,DTLA,LAX
515,31078.0,DTLA,LAX
516,31119.0,DTLA,LAX
517,31152.0,DTLA,LAX
518,31165.0,DTLA,LAX
519,31196.0,DTLA,LAX
520,31253.0,DTLA,LAX
521,31301.0,DTLA,LAX
522,31306.0,DTLA,LAX
523,31337.0,DTLA,LAX
524,31422.0,DTLA,LAX
525,31445.0,DTLA,LAX
526,31477.0,DTLA,LAX
527,31484.0,DTLA,LAX
528,31530.0,DTLA,LAX
529,31534.0,DTLA,LAX
530,31618.0,DTLA,LAX
531,31639.0,DTLA,LAX
532,31654.0,DTLA,LAX
533,31727.0,DTLA,LAX
534,31732.0,DTLA,LAX
535,31785.0,DTLA,LAX
536,31814.0,DTLA,LAX
537,31834.0,DTLA,LAX
538,31847.0,DTLA,LAX
539,31850.0,DTLA,LAX
540,31866.0,DTLA,LAX
541,31918.0,DTLA,LAX
542,32021.0,DTLA,LAX
543,32028.0,DTLA,LAX
544,32032.0,DTLA,LAX
545,32041.0,DTLA,LAX
546,32055.0,DTLA,LAX
547,32075.0,DTLA,LAX
548,32177.0,DTLA,LAX
549,32189.0,DTLA,LAX
550,32247.0,DTLA,LAX
551,32256.0,DTLA,LAX
552,32257.0,DTLA,LAX
553,32270.0,DTLA,LAX
554,32341.0,DTLA,LAX
555,32350.0,DTLA,LAX
556,32373.0,DTLA,LAX
557,32397.0,DTLA,LAX
558,32425.0,DTLA,LAX
559,32513.0,DTLA,LAX
560,32533.0,DTLA,LAX
561,32543.0,DTLA,LAX
562,32569.0,DTLA,LAX
563,32570.0,DTLA,LAX
564,32635.0,DTLA,LAX
565,32667.0,DTLA,LAX
566,32742.0,DTLA,LAX
567,32760.0,DTLA,LAX
568,32768.0,DTLA,LAX
569,32771.0,DTLA,LAX
570,32807.0,DTLA,LAX
571,32816.0,DTLA,LAX
572,32836.0,DTLA,LAX
573,32842.0,DTLA,LAX
574,32865.0,DTLA,LAX
575,32903.0,DTLA,LAX
576,32928.0,DTLA,LAX
577,32945.0,DTLA,LAX
578,33003.0,DTLA,LAX
579,33009.0,DTLA,LAX
580,33048.0,DTLA,LAX
581,33060.0,DTLA,LAX
582,33082.0,DTLA,LAX
583,33103.0,DTLA,LAX
584,33105.0,DTLA,LAX
585,33204.0,DTLA,LAX
586,33279.0,DTLA,LAX
587,33296.0,DTLA,LAX
588,33304.0,DTLA,LAX
589,33344.0,DTLA,LAX
590,33390.0,DTLA,LAX
591,33415.0,DTLA,LAX
592,33450.0,DTLA,LAX
593,33459.0,DTLA,LAX
594,33475.0,DTLA,LAX
595,33496.0,DTLA,LAX
596,33506.0,DTLA,LAX
597,33530.0,DTLA,LAX
598,33543.0,DTLA,LAX
599,33598.0,DTLA,LAX
600,33600.0,DTLA,LAX
601,33702.0,DTLA,LAX
602,33765.0,DTLA,LAX
603,33802.0,DTLA,LAX
604,33806.0,DTLA,LAX
605,33821.0,DTLA,LAX
606,33834.0,DTLA,LAX
607,33845.0,DTLA,LAX
608,33895.0,DTLA,LAX
609,33987.0,DTLA,LAX
610,34019.0,DTLA,LAX
611,34032.0,DTLA,LAX
612,34099.0,DTLA,LAX
613,34106.0,DTLA,LAX
614,34135.0,DTLA,LAX
615,34161.0,DTLA,LAX
616,34214.0,DTLA,LAX
617,34234.0,DTLA,LAX
618,34270.0,DTLA,LAX
619,34270.0,DTLA,LAX
620,34270.0,DTLA,LAX
621,34409.0,DTLA,LAX
622,34456.0,DTLA,LAX
623,34474.0,DTLA,LAX
624,34478.0,DTLA,LAX
625,34527.0,DTLA,LAX
626,34556.0,DTLA,LAX
627,34560.0,DTLA,LAX
628,34576.0,DTLA,LAX
629,34648.0,DTLA,LAX
630,34712.0,DTLA,LAX
631,34712.0,DTLA,LAX
632,34743.0,DTLA,LAX
633,34801.0,DTLA,LAX
634,34838.0,DTLA,LAX
635,34877.0,DTLA,LAX
636,34909.0,DTLA,LAX
637,34948.0,DTLA,LAX
638,34972.0,DTLA,LAX
639,34976.0,DTLA,LAX
640,35006.0,DTLA,LAX
641,35053.0,DTLA,LAX
642,35118.0,DTLA,LAX
643,35152.0,DTLA,LAX
644,35314.0,DTLA,LAX
645,35383.0,DTLA,LAX
646,35399.0,DTLA,LAX
647,35418.0,DTLA,LAX
648,35425.0,DTLA,LAX
649,35499.0,DTLA,LAX
650,35562.0,DTLA,LAX
651,35594.0,DTLA,LAX
652,35700.0,DTLA,LAX
653,35704.0,DTLA,LAX
654,35731.0,DTLA,LAX
655,35734.0,DTLA,LAX
656,35771.0,DTLA,LAX
657,35778.0,DTLA,LAX
658,35833.0,DTLA,LAX
659,35948.0,DTLA,LAX
660,36028.0,DTLA,LAX
661,36099.0,DTLA,LAX
662,36100.0,DTLA,LAX
663,36165.0,DTLA,LAX
664,36189.0,DTLA,LAX
665,36201.0,DTLA,LAX
666,36270.0,DTLA,LAX
667,36274.0,DTLA,LAX
668,36287.0,DTLA,LAX
669,36363.0,DTLA,LAX
670,36386.0,DTLA,LAX
671,36487.0,DTLA,LAX
672,36516.0,DTLA,LAX
673,36518.0,DTLA,LAX
674,36531.0,DTLA,LAX
675,36539.0,DTLA,LAX
676,36587.0,DTLA,LAX
677,36607.0,DTLA,LAX
678,36655.0,DTLA,LAX
679,36783.0,DTLA,LAX
680,36861.0,DTLA,LAX
681,36910.0,DTLA,LAX
682,36912.0,DTLA,LAX
683,37002.0,DTLA,LAX
684,37007.0,DTLA,LAX
685,37076.0,DTLA,LAX
686,37090.0,DTLA,LAX
687,37092.0,DTLA,LAX
688,37094.0,DTLA,LAX
689,37101.0,DTLA,LAX
690,37129.0,DTLA,LAX
691,37192.0,DTLA,LAX
692,37215.0,DTLA,LAX
693,37230.0,DTLA,LAX
694,37263.0,DTLA,LAX
695,37285.0,DTLA,LAX
696,37322.0,DTLA,LAX
697,37438.0,DTLA,LAX
698,37473.0,DTLA,LAX
699,37485.0,DTLA,LAX
700,37488.0,DTLA,LAX
701,37555.0,DTLA,LAX
702,37559.0,DTLA,LAX
703,37572.0,DTLA,LAX
704,37605.0,DTLA,LAX
705,37615.0,DTLA,LAX
706,37649.0,DTLA,LAX
707,37650.0,DTLA,LAX
708,37685.0,DTLA,LAX
709,37698.0,DTLA,LAX
710,37879.0,DTLA,LAX
711,38028.0,DTLA,LAX
712,38043.0,DTLA,LAX
713,38089.0,DTLA,LAX
714,38103.0,DTLA,LAX
715,38137.0,DTLA,LAX
716,38225.0,DTLA,LAX
717,38291.0,DTLA,LAX
718,38305.0,DTLA,LAX
719,38322.0,DTLA,LAX
720,38394.0,DTLA,LAX
721,38415.0,DTLA,LAX
722,38491.0,DTLA,LAX
723,38513.0,DTLA,LAX
724,38570.0,DTLA,LAX
725,38599.0,DTLA,LAX
726,38646.0,DTLA,LAX
727,38650.0,DTLA,LAX
728,38666.0,DTLA,LAX
729,38695.0,DTLA,LAX
730,38700.0,DTLA,LAX
731,38712.0,DTLA,LAX
732,38807.0,DTLA,LAX
733,38949.0,DTLA,LAX
734,39001.0,DTLA,LAX
735,39030.0,DTLA,LAX
736,39044.0,DTLA,LAX
737,39084.0,DTLA,LAX
738,39099.0,DTLA,LAX
739,39110.0,DTLA,LAX
740,39139.0,DTLA,LAX
741,39152.0,DTLA,LAX
742,39160.0,DTLA,LAX
743,39216.0,DTLA,LAX
744,39264.0,DTLA,LAX
745,39351.0,DTLA,LAX
746,39354.0,DTLA,LAX
747,39421.0,DTLA,LAX
748,39441.0,DTLA,LAX
749,39501.0,DTLA,LAX
750,39537.0,DTLA,LAX
751,39544.0,DTLA,LAX
752,39567.0,DTLA,LAX
753,39572.0,DTLA,LAX
754,39628.0,DTLA,LAX
755,39717.0,DTLA,LAX
756,39803.0,DTLA,LAX
757,39817.0,DTLA,LAX
758,39984.0,DTLA,LAX
759,40026.0,DTLA,LAX
760,40053.0,DTLA,LAX
761,40082.0,DTLA,LAX
762,40133.0,DTLA,LAX
763,40198.0,DTLA,LAX
764,40212.0,DTLA,LAX
765,40272.0,DTLA,LAX
766,40295.0,DTLA,LAX
767,40393.0,DTLA,LAX
768,40487.0,DTLA,LAX
769,40552.0,DTLA,LAX
770,40595.0,DTLA,LAX
771,40641.0,DTLA,LAX
772,40645.0,DTLA,LAX
773,40716.0,DTLA,LAX
774,40731.0,DTLA,LAX
775,40765.0,DTLA,LAX
776,40884.0,DTLA,LAX
777,40930.0,DTLA,LAX
778,40971.0,DTLA,LAX
779,40976.0,DTLA,LAX
780,40996.0,DTLA,LAX
781,41073.0,DTLA,LAX
782,41073.0,DTLA,LAX
783,41150.0,DTLA,LAX
784,41185.0,DTLA,LAX
785,41235.0,DTLA,LAX
786,41290.0,DTLA,LAX
787,41308.0,DTLA,LAX
788,41324.0,DTLA,LAX
789,41350.0,DTLA,LAX
790,41427.0,DTLA,LAX
791,41430.0,DTLA,LAX
792,41670.0,DTLA,LAX
793,41680.0,DTLA,LAX
794,41721.0,DTLA,LAX
795,41840.0,DTLA,LAX
796,41869.0,DTLA,LAX
797,41994.0,DTLA,LAX
798,42000.0,DTLA,LAX
799,42046.0,DTLA,LAX
800,42093.0,DTLA,LAX
801,42167.0,DTLA,LAX
802,42192.0,DTLA,LAX
803,42200.0,DTLA,LAX
804,42204.0,DTLA,LAX
805,42229.0,DTLA,LAX
806,42269.0,DTLA,LAX
807,42353.0,DTLA,LAX
808,42398.0,DTLA,LAX
809,42429.0,DTLA,LAX
810,42522.0,DTLA,LAX
811,42549.0,DTLA,LAX
812,42551.0,DTLA,LAX
813,42586.0,DTLA,LAX
814,42612.0,DTLA,LAX
815,42617.0,DTLA,LAX
816,42637.0,DTLA,LAX
817,42752.0,DTLA,LAX
818,42756.0,DTLA,LAX
819,42808.0,DTLA,LAX
820,42816.0,DTLA,LAX
821,42927.0,DTLA,LAX
822,43009.0,DTLA,LAX
823,43087.0,DTLA,LAX
824,43364.0,DTLA,LAX
825,43367.0,DTLA,LAX
826,43375.0,DTLA,LAX
827,43464.0,DTLA,LAX
828,43565.0,DTLA,LAX
829,43656.0,DTLA,LAX
830,43714.0,DTLA,LAX
831,43826.0,DTLA,LAX
832,43915.0,DTLA,LAX
833,43919.0,DTLA,LAX
834,44048.0,DTLA,LAX
835,44094.0,DTLA,LAX
836,44113.0,DTLA,LAX
837,44156.0,DTLA,LAX
838,44269.0,DTLA,LAX
839,44293.0,DTLA,LAX
840,44310.0,DTLA,LAX
841,44356.0,DTLA,LAX
842,44458.0,DTLA,LAX
843,44463.0,DTLA,LAX
844,44569.0,DTLA,LAX
845,44662.0,DTLA,LAX
846,44702.0,DTLA,LAX
847,44741.0,DTLA,LAX
848,44778.0,DTLA,LAX
849,44825.0,DTLA,LAX
850,44835.0,DTLA,LAX
851,44849.0,DTLA,LAX
852,44976.0,DTLA,LAX
853,44983.0,DTLA,LAX
854,45009.0,DTLA,LAX
855,45213.0,DTLA,LAX
856,45279.0,DTLA,LAX
857,45284.0,DTLA,LAX
858,45292.0,DTLA,LAX
859,45338.0,DTLA,LAX
860,45349.0,DTLA,LAX
861,45350.0,DTLA,LAX
862,45500.0,DTLA,LAX
863,45506.0,DTLA,LAX
864,45557.0,DTLA,LAX
865,45582.0,DTLA,LAX
866,45653.0,DTLA,LAX
867,45679.0,DTLA,LAX
868,45815.0,DTLA,LAX
869,45897.0,DTLA,LAX
